Object Type	Object ID	Object Name	Object Caption	Object Subtype	App Name
PageExtension	60182	GeneralLedgerEntriesPageExt	GeneralLedgerEntriesPageExt	20	WYS000-Customization
PageExtension	60183	LocationListPageExt	LocationListPageExt	15	WYS000-Customization
PageExtension	60184	ItemPageExt	ItemPageExt	30	WYS000-Customization
PageExtension	60185	DMSCustomer	DMSCustomer	22	WYS000-Customization
PageExtension	60186	DMSVendor	DMSVendor	27	WYS000-Customization
PageExtension	60187	PostedSalesCrMemoUpdate	PostedSalesCrMemoUpdate	1354	WYS000-Customization
PageExtension	60188	SalesComLinePageExt	SalesComLinePageExt	67	WYS000-Customization
PageExtension	60189	PurchLinePageExt	PurchLinePageExt	66	WYS000-Customization
PageExtension	60190	GLAccountPageExt	GLAccountPageExt	16	WYS000-Customization
PageExtension	60191	GLAccountPageCard	GLAccountPageCard	17	WYS000-Customization
PageExtension	60192	ItemListPageExt	ItemListPageExt	31	WYS000-Customization
PageExtension	60193	Customerlookup	Customerlookup	33	WYS000-Customization
PageExtension	60194	ItemLoopageExt	ItemLoopageExt	32	WYS000-Customization
PageExtension	60195	fixed	fixed	5601	WYS000-Customization
PageExtension	60196	ItemLedEnter	ItemLedEnter	38	WYS000-Customization
PageExtension	60197	GLAccoutLookupPage	GLAccoutLookupPage	18	WYS000-Customization
PageExtension	60198	CurrenciesPageExt	CurrenciesPageExt	5	WYS000-Customization
PageExtension	60199	vendorLookup	vendorLookup	34	WYS000-Customization
PageExtension	60200	FALedgerEntries	FALedgerEntries	5604	WYS000-Customization
PageExtension	60202	detailed gst led enrty ext	detailed gst led enrty ext	18000	WYS000-Customization
PageExtension	60203	ValueEntryPageExt	ValueEntryPageExt	5802	WYS000-Customization
PageExtension	60204	GSTLedgeEntryPageExt	GSTLedgeEntryPageExt	18002	WYS000-Customization
PageExtension	60205	TDSAdjustmentJournal	TDSAdjustmentJournal	18747	WYS000-Customization
PageExtension	60206	DetCustLedgEntPageExt	DetCustLedgEntPageExt	573	WYS000-Customization
PageExtension	60207	Fixedassetcard	Fixedassetcard	5600	WYS000-Customization
PageExtension	60208	GenJouTemplates	GenJouTemplates	101	WYS000-Customization
PageExtension	60912	CustLegEntry_Ext1	CustLegEntry_Ext1	25	AL_Wysetek_CL
PageExtension	60913	DetailedCustLedEntry_Ext1	DetailedCustLedEntry_Ext1	573	AL_Wysetek_CL
PageExtension	70100	SalesordReport	SalesordReport	42	WYS004-Reports
PageExtension	70101	PurchordReport	PurchordReport	50	WYS004-Reports
PageExtension	70103	SalesComment	SalesComment	96	WYS004-Reports
PageExtension	70104	PurchComment	PurchComment	98	WYS004-Reports
PageExtension	70105	PostedSalesInvLine	PostedSalesInvLine	526	WYS004-Reports
PageExtension	70106	PostedPurchInvLine	PostedPurchInvLine	529	WYS004-Reports
PageExtension	70107	PostedSalesShipmentLine	PostedSalesShipmentLine	525	WYS004-Reports
PageExtension	70108	PostedPurchReceiptLine	PostedPurchReceiptLine	528	WYS004-Reports
PageExtension	70109	PostedPurchCrMemoLine	PostedPurchCrMemoLine	530	WYS004-Reports
PageExtension	70110	PostedSalesCrMemoLine	PostedSalesCrMemoLine	527	WYS004-Reports
PageExtension	70111	PostedReturnReceiptLine	PostedReturnReceiptLine	6663	WYS004-Reports
PageExtension	70112	PostedReturnShipmentLines	PostedReturnShipmentLines	6653	WYS004-Reports
PageExtension	70113	PostedPurchInvList	PostedPurchInvList	146	WYS004-Reports
PageExtension	70114	PostedPurchCrMemoList	PostedPurchCrMemoList	147	WYS004-Reports
PageExtension	70115	PostedSalesInvList	PostedSalesInvList	143	WYS004-Reports
PageExtension	70116	PostedSalesCrMemoList	PostedSalesCrMemoList	144	WYS004-Reports
PageExtension	70117	PurchOrderSubFormExt	PurchOrderSubFormExt	54	WYS004-Reports
PageExtension	70118	Purchase	Purchase	518	WYS004-Reports
PageExtension	70119	UpdateGenLed	UpdateGenLed	60216	WYS004-Reports
PageExtension	70120	FixedAssetGLJournal	FixedAssetGLJournal	5628	WYS004-Reports
PageExtension	70121	UserId-PageExt	UserId-PageExt	20	WYS004-Reports
PageExtension	70122	PurchLineExt	PurchLineExt	518	WYS004-Reports
PageExtension	70123	GenLedSetupExt	GenLedSetupExt	118	WYS004-Reports
PageExtension	70124	SaleLineExt	SaleLineExt	516	WYS004-Reports
PageExtension	70125	DimensionValuesPageExt	DimensionValuesPageExt	537	WYS004-Reports
PageExtension	70126	SaleInvLineExt	SaleInvLineExt	526	WYS004-Reports
PageExtension	70127	SaleInvLineSubformExt	SaleInvLineSubformExt	47	WYS004-Reports
PageExtension	70128	SaleCrMemoLineExt	SaleCrMemoLineExt	527	WYS004-Reports
PageExtension	70129	SaleCrMemoSubformExt	SaleCrMemoSubformExt	96	WYS004-Reports
PageExtension	70130	RetRcptLineExt	RetRcptLineExt	6667	WYS004-Reports
PageExtension	70131	PosSaleCrMemoExt	PosSaleCrMemoExt	135	WYS004-Reports
PageExtension	70132	RetRcptExt	RetRcptExt	6661	WYS004-Reports
PageExtension	70133	PurchRcptLineExt	PurchRcptLineExt	5806	WYS004-Reports
PageExtension	70134	PurchRcptExt	PurchRcptExt	137	WYS004-Reports
PageExtension	70135	PurchInvLineExt	PurchInvLineExt	529	WYS004-Reports
PageExtension	70136	PurchInvSubformExt	PurchInvSubformExt	55	WYS004-Reports
PageExtension	70137	PurchCrMemoLineExt	PurchCrMemoLineExt	530	WYS004-Reports
PageExtension	70138	PurchCrMemoExt	PurchCrMemoExt	98	WYS004-Reports
PageExtension	70139	PurchCrSubformExt	PurchCrSubformExt	141	WYS004-Reports
PageExtension	70140	RetShipLineExt	RetShipLineExt	6657	WYS004-Reports
PageExtension	70141	RetShipExt	RetShipExt	6653	WYS004-Reports
PageExtension	70142	RetShipSubform	RetShipSubform	6651	WYS004-Reports
PageExtension	70143	GenJouExt	GenJouExt	39	WYS004-Reports
PageExtension	70144	GLEntryExt	GLEntryExt	20	WYS004-Reports
PageExtension	70145	Cust-Led-Ent.PageExt	Cust-Led-Ent.PageExt	25	WYS004-Reports
PageExtension	70146	VenLedEntryExt	VenLedEntryExt	29	WYS004-Reports
PageExtension	70147	BankLedEntryExt	BankLedEntryExt	372	WYS004-Reports
PageExtension	70148	SalesOdrSubform	SalesOdrSubform	46	WYS004-Reports
PageExtension	70149	SalesDebitNote	SalesDebitNote	60120	WYS004-Reports
PageExtension	70150	PurchDebitNote	PurchDebitNote	60125	WYS004-Reports
PageExtension	70151	SalesLineSubForm	SalesLineSubForm	46	WYS004-Reports
PageExtension	70152	PurchOrderSub-form	PurchOrderSub-form	54	WYS004-Reports
PageExtension	70153	PostedSaleInvSub-form	PostedSaleInvSub-form	133	WYS004-Reports
PageExtension	70154	PostedSaleShipSub-form	PostedSaleShipSub-form	131	WYS004-Reports
PageExtension	70155	PostedPurchInvSub-form	PostedPurchInvSub-form	139	WYS004-Reports
PageExtension	70156	SalesInvoiceExt	SalesInvoiceExt	43	WYS004-Reports
PageExtension	70157	salesorderlistExt	salesorderlistExt	9305	WYS004-Reports
PageExtension	70158	SalesOrderExt	SalesOrderExt	42	WYS004-Reports
PageExtension	70159	POListPageExt	POListPageExt	9307	WYS004-Reports
PageExtension	70160	POCardPageExt	POCardPageExt	50	WYS004-Reports
PageExtension	70161	purchaseinvoiceext	purchaseinvoiceext	51	WYS004-Reports
PageExtension	70166	GlEntries	GlEntries	20	WYS004-Reports
PageExtension	70167	postedpurchaseinvExt	postedpurchaseinvExt	146	WYS004-Reports
PageExtension	70168	postedpurchasercptExt	postedpurchasercptExt	145	WYS004-Reports
PageExtension	70169	postedpurchaseCrMemoExt	postedpurchaseCrMemoExt	147	WYS004-Reports
PageExtension	70170	postedSalesShipment	postedSalesShipment	142	WYS004-Reports
PageExtension	70171	postedSalesInvoice	postedSalesInvoice	143	WYS004-Reports
PageExtension	70172	postedSalesCr_Memo	postedSalesCr_Memo	144	WYS004-Reports
PageExtension	70173	PurchCredMmeo	PurchCredMmeo	52	WYS004-Reports
PageExtension	70174	SaleCredMemoExt	SaleCredMemoExt	44	WYS004-Reports
PageExtension	70175	JournalVouchPageExt	JournalVouchPageExt	18557	WYS004-Reports
PageExtension	80150	salesordersubform	salesordersubform	46	Wysetek_Deferal_Zero_Validation
PageExtension	80151	purchaseordersubform1	purchaseordersubform1	54	Wysetek_Deferal_Zero_Validation
PageExtension	80154	purchasecreditmemosubform	purchasecreditmemosubform	98	Wysetek_Deferal_Zero_Validation
PageExtension	80155	salescreditmemosubform	salescreditmemosubform	96	Wysetek_Deferal_Zero_Validation
PageExtension	80156	postedinvoicelinessubform	postedinvoicelinessubform	139	Wysetek_Deferal_Zero_Validation
PageExtension	80157	postedsalesinvoicelinessubform	postedsalesinvoicelinessubform	133	Wysetek_Deferal_Zero_Validation
PageExtension	80158	postedsalescreditmemosubform	postedsalescreditmemosubform	135	Wysetek_Deferal_Zero_Validation
PageExtension	80159	postedpurchasecrdtmemosubform	postedpurchasecrdtmemosubform	141	Wysetek_Deferal_Zero_Validation
PageExtension	80160	itemledgerentries	itemledgerentries	38	Wysetek_Deferal_Zero_Validation
PageExtension	80161	valueentries	valueentries	5802	Wysetek_Deferal_Zero_Validation
PageExtension	80162	GLEntries	GLEntries	20	Wysetek_Deferal_Zero_Validation
PageExtension	80163	postedpurchasereciept1	postedpurchasereciept1	137	Wysetek_Deferal_Zero_Validation
PageExtension	80164	PostedRetShipSubform_EXT	PostedRetShipSubform_EXT	6651	Wysetek_Deferal_Zero_Validation
PageExtension	80165	Posted Sales Shpt. Subform_EXT	Posted Sales Shpt. Subform_EXT	131	Wysetek_Deferal_Zero_Validation
TableExtension	50100	VendorTableExt	VendorTableExt	23	WYS002-MSMECustomization
TableExtension	50101	VendLedEnt	VendLedEnt	25	WYS002-MSMECustomization
TableExtension	50200	Sales Header EXT PAN No.	Sales Header EXT PAN No.	36	WY-Customizations
TableExtension	50201	Sales Ship Header EXT PAN No.	Sales Ship Header EXT PAN No.	110	WY-Customizations
TableExtension	50202	Sales Inv Header EXT PAN No.	Sales Inv Header EXT PAN No.	112	WY-Customizations
TableExtension	50203	Cust Ledg Entry EXT PAN No.	Cust Ledg Entry EXT PAN No.	21	WY-Customizations
TableExtension	50204	Sales Cr.Memo Header Ext	Sales Cr.Memo Header Ext	114	WY-Customizations
TableExtension	50205	Return Receipt Header Ext	Return Receipt Header Ext	6660	WY-Customizations
TableExtension	50206	Purch Header Ext PAN No.	Purch Header Ext PAN No.	38	WY-Customizations
TableExtension	50207	Purch. Rcpt. Header Ext	Purch. Rcpt. Header Ext	120	WY-Customizations
TableExtension	50208	Purch. Inv. Header Ext	Purch. Inv. Header Ext	122	WY-Customizations
TableExtension	50209	Purch. Cr. Memo Hdr. Ext	Purch. Cr. Memo Hdr. Ext	124	WY-Customizations
TableExtension	50210	Return Shipment Header Ext	Return Shipment Header Ext	6650	WY-Customizations
TableExtension	50211	Vendor Ledger Entry Ext	Vendor Ledger Entry Ext	25	WY-Customizations
TableExtension	50212	Sales Line Ext	Sales Line Ext	37	WY-Customizations
TableExtension	50213	Sales Ship Lines Ext	Sales Ship Lines Ext	111	WY-Customizations
TableExtension	50214	Sales Inv Lines Ext	Sales Inv Lines Ext	113	WY-Customizations
TableExtension	50215	Sales Cr. Memo Line Ext	Sales Cr. Memo Line Ext	115	WY-Customizations
TableExtension	50216	Return Receipt Line Ext	Return Receipt Line Ext	6661	WY-Customizations
TableExtension	50217	Purchase Lines Ext	Purchase Lines Ext	39	WY-Customizations
TableExtension	50218	Purch. Rcpt. Line Ext	Purch. Rcpt. Line Ext	121	WY-Customizations
TableExtension	50219	Purch. Inv. Line Ext	Purch. Inv. Line Ext	123	WY-Customizations
TableExtension	50220	Purch. Cr. Memo Line Ext	Purch. Cr. Memo Line Ext	125	WY-Customizations
TableExtension	50221	Return Shipment Line Ext	Return Shipment Line Ext	6651	WY-Customizations
TableExtension	50222	Detailed Cust. Ledg. Entry Ext	Detailed Cust. Ledg. Entry Ext	379	WY-Customizations
TableExtension	50223	Detailed Ven Ledg. Entry Ext	Detailed Ven Ledg. Entry Ext	380	WY-Customizations
TableExtension	50224	Gen Ledger Setup-Ext	Gen Ledger Setup-Ext	98	WY-Customizations
TableExtension	50225	50225-G/LAccount.TableExt	50225-G/LAccount.TableExt	15	WY-Customizations
TableExtension	50261	Deferral Template Ext	Deferral Template Ext	1700	WY-Customizations
TableExtension	50262	Gen. Journal Line Ext	Gen. Journal Line Ext	81	WY-Customizations
TableExtension	50263	G/L Entry Ext	G/L Entry Ext	17	WY-Customizations
TableExtension	50264	Gen. Journal Batch-Ext	Gen. Journal Batch-Ext	232	WY-Customizations
TableExtension	50507	GL Account-Ext	GL Account-Ext	15	WY-Reports
TableExtension	50513	Bank_AccountLedgerEntry_Ext	Bank_AccountLedgerEntry_Ext	271	WY-Reports
TableExtension	50514	Gen_Jour_Ext	Gen_Jour_Ext	81	WY-Reports
TableExtension	50515	BankAccReconciliationLine_Ext	BankAccReconciliationLine_Ext	274	WY-Reports
TableExtension	50516	BankAccStatementLine_Ext	BankAccStatementLine_Ext	276	WY-Reports
TableExtension	50517	VebBankAcc	VebBankAcc	288	WY-Reports
TableExtension	50518	CustBankAcc	CustBankAcc	287	WY-Reports
TableExtension	50519	VenTop10TemporaryRec	VenTop10TemporaryRec	267	WY-Reports
TableExtension	50520	CustLedgerEntry_Ext	CustLedgerEntry_Ext	21	WY-Reports
TableExtension	50521	VendLedgerEntry_Ext	VendLedgerEntry_Ext	25	WY-Reports
TableExtension	50522	vendor1EXT	vendor1EXT	23	WY-Reports
TableExtension	50607	commentline	commentline	44	WYS006-Sales Upload Utility
TableExtension	50608	salesline1	salesline1	37	WYS006-Sales Upload Utility
TableExtension	50700	SalesLine-TableExt	SalesLine-TableExt	37	WYS005-BCE-CRM Integration
TableExtension	50701	SalesComLine-TableExt	SalesComLine-TableExt	44	WYS005-BCE-CRM Integration
TableExtension	50702	Sales-Ship-TableExt	Sales-Ship-TableExt	111	WYS005-BCE-CRM Integration
TableExtension	50703	Sales-Inv-TableExt	Sales-Inv-TableExt	113	WYS005-BCE-CRM Integration
TableExtension	50704	Sales-Cr-TableExt	Sales-Cr-TableExt	115	WYS005-BCE-CRM Integration
TableExtension	50900	TDSEntryExt	TDSEntryExt	18689	WY-Additional CR
TableExtension	50901	TDSAdjJouExt	TDSAdjJouExt	18747	WY-Additional CR
TableExtension	50902	GenJouLineExt	GenJouLineExt	81	WY-Additional CR
TableExtension	50903	GLEntryExt	GLEntryExt	17	WY-Additional CR
TableExtension	50918	ILEExt	ILEExt	32	WY-Additional CR
TableExtension	50919	salesHead	salesHead	36	WY-Additional CR
TableExtension	50920	SaleShip	SaleShip	110	WY-Additional CR
TableExtension	50921	SaleInv	SaleInv	112	WY-Additional CR
TableExtension	50922	SaleCrMemo	SaleCrMemo	114	WY-Additional CR
TableExtension	50923	RetRcpt	RetRcpt	6660	WY-Additional CR
TableExtension	50924	RetRcptLine	RetRcptLine	6661	WY-Additional CR
TableExtension	50925	salesLine	salesLine	37	WY-Additional CR
TableExtension	50926	SaleInvLine	SaleInvLine	113	WY-Additional CR
TableExtension	50927	SaleCrMemoLine	SaleCrMemoLine	115	WY-Additional CR
TableExtension	50928	SaleShipLine	SaleShipLine	111	WY-Additional CR
TableExtension	60101	CompanyInfoTableExt	CompanyInfoTableExt	79	WYS000-Customization
TableExtension	60102	CustomerTableExt	CustomerTableExt	18	WYS000-Customization
TableExtension	60103	VendorTableExt	VendorTableExt	23	WYS000-Customization
TableExtension	60104	OrderAddressTableExt	OrderAddressTableExt	224	WYS000-Customization
TableExtension	60105	ShipToAddressTableExt	ShipToAddressTableExt	222	WYS000-Customization
TableExtension	60106	SalesHeaderTableExt	SalesHeaderTableExt	36	WYS000-Customization
TableExtension	60107	PurcahseHeaderTableExt	PurcahseHeaderTableExt	38	WYS000-Customization
TableExtension	60108	SalesInvoiceHeadTableExt	SalesInvoiceHeadTableExt	112	WYS000-Customization
TableExtension	60109	SalesCrMemoHeaderTableExt	SalesCrMemoHeaderTableExt	114	WYS000-Customization
TableExtension	60110	PurcahseInvHeaderTableExt	PurcahseInvHeaderTableExt	122	WYS000-Customization
TableExtension	60111	PurchCrMemoHdrTableExt	PurchCrMemoHdrTableExt	124	WYS000-Customization
TableExtension	60112	ReturnReceiptHeaderTableExt	ReturnReceiptHeaderTableExt	6660	WYS000-Customization
TableExtension	60113	SalesShipmentHeaderTableExt	SalesShipmentHeaderTableExt	110	WYS000-Customization
TableExtension	60114	PurchRcptHeaderTableExt	PurchRcptHeaderTableExt	120	WYS000-Customization
TableExtension	60115	ReturnShipmentHeaderTableExt	ReturnShipmentHeaderTableExt	6650	WYS000-Customization
TableExtension	60116	SaleLineTableExt	SaleLineTableExt	37	WYS000-Customization
TableExtension	60117	SalesInvoiceLineTableExt	SalesInvoiceLineTableExt	113	WYS000-Customization
TableExtension	60118	SalesCrMemoLineTableExt	SalesCrMemoLineTableExt	115	WYS000-Customization
TableExtension	60119	SalesShipmentLineTableExt	SalesShipmentLineTableExt	111	WYS000-Customization
TableExtension	60120	ReturnReceiptLineTableExt	ReturnReceiptLineTableExt	6661	WYS000-Customization
TableExtension	60121	PurchaseLineTableExt	PurchaseLineTableExt	39	WYS000-Customization
TableExtension	60122	PurchRcptLineTableExt	PurchRcptLineTableExt	121	WYS000-Customization
TableExtension	60123	PurchCrMemoLineTableExt	PurchCrMemoLineTableExt	125	WYS000-Customization
TableExtension	60124	ReturnShipmentLineTableExt	ReturnShipmentLineTableExt	6651	WYS000-Customization
TableExtension	60125	PurchInvLineTableExt	PurchInvLineTableExt	123	WYS000-Customization
TableExtension	60126	LocationTableExt	LocationTableExt	14	WYS000-Customization
TableExtension	60127	PaymentTermsTableExt	PaymentTermsTableExt	3	WYS000-Customization
TableExtension	60128	UserSetupTableExt	UserSetupTableExt	91	WYS000-Customization
TableExtension	60129	GeneralJournalTableExt	GeneralJournalTableExt	81	WYS000-Customization
TableExtension	60130	PostedGenJournalLineTableExt	PostedGenJournalLineTableExt	181	WYS000-Customization
TableExtension	60131	CustLedgerEntryTableExt	CustLedgerEntryTableExt	21	WYS000-Customization
TableExtension	60132	VendorLedgerEntryTableExt	VendorLedgerEntryTableExt	25	WYS000-Customization
TableExtension	60133	BankAccountLedgerEntryTableExt	BankAccountLedgerEntryTableExt	271	WYS000-Customization
TableExtension	60134	GLEntryTableExt	GLEntryTableExt	17	WYS000-Customization
TableExtension	60135	SalesRcvblSetup	SalesRcvblSetup	311	WYS000-Customization
TableExtension	60136	StateTableExt	StateTableExt	18547	WYS000-Customization
TableExtension	60137	GenJournalBatchTableExt	GenJournalBatchTableExt	232	WYS000-Customization
TableExtension	60138	ItemTable	ItemTable	27	WYS000-Customization
TableExtension	60139	SalesComment	SalesComment	44	WYS000-Customization
TableExtension	60140	PurchComment	PurchComment	43	WYS000-Customization
TableExtension	60141	GLAccountTableExt	GLAccountTableExt	15	WYS000-Customization
TableExtension	60142	DimExtension	DimExtension	348	WYS000-Customization
TableExtension	60143	DimValueExt	DimValueExt	349	WYS000-Customization
TableExtension	60144	BankAccountExt	BankAccountExt	270	WYS000-Customization
TableExtension	60145	FixedAsset	FixedAsset	5600	WYS000-Customization
TableExtension	60146	CustomerBankAcc	CustomerBankAcc	287	WYS000-Customization
TableExtension	60147	VendorbankAcc	VendorbankAcc	288	WYS000-Customization
TableExtension	60148	GstGroup	GstGroup	18004	WYS000-Customization
TableExtension	60149	HSNSAC	HSNSAC	18009	WYS000-Customization
TableExtension	60150	GSTPosting	GSTPosting	18007	WYS000-Customization
TableExtension	60151	TDSSetup	TDSSetup	18693	WYS000-Customization
TableExtension	60152	TDSSection	TDSSection	18692	WYS000-Customization
TableExtension	60153	TDsPost	TDsPost	18691	WYS000-Customization
TableExtension	60154	TCSPostingsetup	TCSPostingsetup	18813	WYS000-Customization
TableExtension	60155	CustomerPostinGrp	CustomerPostinGrp	92	WYS000-Customization
TableExtension	60156	VendorPostingGrp	VendorPostingGrp	93	WYS000-Customization
TableExtension	60157	InvtPostingGrp	InvtPostingGrp	94	WYS000-Customization
TableExtension	60158	GenBusPostingGrp	GenBusPostingGrp	250	WYS000-Customization
TableExtension	60159	GenProdPostingGrp	GenProdPostingGrp	251	WYS000-Customization
TableExtension	60160	FAPostingGrp	FAPostingGrp	5606	WYS000-Customization
TableExtension	60161	BankPostingGrp	BankPostingGrp	277	WYS000-Customization
TableExtension	60162	ItemLedEnter	ItemLedEnter	32	WYS000-Customization
TableExtension	60192	DetailedGst_LedEntry_EXT	DetailedGst_LedEntry_EXT	18001	WYS000-Customization
TableExtension	60193	FaLedEntryExt	FaLedEntryExt	5601	WYS000-Customization
TableExtension	60194	GSTLedgerEntry	GSTLedgerEntry	18005	WYS000-Customization
TableExtension	60195	ValueEntry	ValueEntry	5802	WYS000-Customization
TableExtension	60196	GenJouTemplateT	GenJouTemplateT	80	WYS000-Customization
TableExtension	60900	CustLedEntry_Ext	CustLedEntry_Ext	21	AL_Wysetek_CL
TableExtension	70100	SalesLTableExt	SalesLTableExt	37	WYS004-Reports
TableExtension	70101	SalesHeaderExt	SalesHeaderExt	36	WYS004-Reports
TableExtension	70102	GlEntry	GlEntry	17	WYS004-Reports
TableExtension	70103	PurchLineTableExt	PurchLineTableExt	39	WYS004-Reports
TableExtension	70104	Gen-Jour-TableExt	Gen-Jour-TableExt	81	WYS004-Reports
TableExtension	70106	GLSetupExt	GLSetupExt	98	WYS004-Reports
TableExtension	70107	CustLedEntryExt	CustLedEntryExt	21	WYS004-Reports
TableExtension	70108	VenLedEntryExt	VenLedEntryExt	25	WYS004-Reports
TableExtension	70109	BankLedEntryExt	BankLedEntryExt	271	WYS004-Reports
TableExtension	70110	SaleShipLineExt	SaleShipLineExt	111	WYS004-Reports
TableExtension	70111	SaleInvLineExt	SaleInvLineExt	113	WYS004-Reports
TableExtension	70112	SaleCrMemoLineExt	SaleCrMemoLineExt	115	WYS004-Reports
TableExtension	70113	RetRcptLineExt	RetRcptLineExt	6661	WYS004-Reports
TableExtension	70114	PurchRcptLineExt	PurchRcptLineExt	121	WYS004-Reports
TableExtension	70115	PurchInvLineExt	PurchInvLineExt	123	WYS004-Reports
TableExtension	70116	PurchCrMemoLineExt	PurchCrMemoLineExt	125	WYS004-Reports
TableExtension	70117	RetShipLineExt	RetShipLineExt	6651	WYS004-Reports
TableExtension	70118	purchHeader	purchHeader	38	WYS004-Reports
TableExtension	70119	salesHeader	salesHeader	36	WYS004-Reports
TableExtension	80150	salesline1	salesline1	37	Wysetek_Deferal_Zero_Validation
TableExtension	80151	purchaseline	purchaseline	39	Wysetek_Deferal_Zero_Validation
TableExtension	80153	purchasecreditnoteline	purchasecreditnoteline	125	Wysetek_Deferal_Zero_Validation
TableExtension	80154	salescreditnoteline	salescreditnoteline	115	Wysetek_Deferal_Zero_Validation
TableExtension	80155	purchaseinvline	purchaseinvline	123	Wysetek_Deferal_Zero_Validation
TableExtension	80156	salesinvline	salesinvline	113	Wysetek_Deferal_Zero_Validation
TableExtension	80157	itemledgerentry	itemledgerentry	32	Wysetek_Deferal_Zero_Validation
TableExtension	80158	value_entry	value_entry	5802	Wysetek_Deferal_Zero_Validation
TableExtension	80159	GLEntry1	GLEntry1	17	Wysetek_Deferal_Zero_Validation
TableExtension	80160	Sales Shipment Line-Ext1	Sales Shipment Line-Ext1	111	Wysetek_Deferal_Zero_Validation
TableExtension	80161	Purch. Rcpt. Line-Ext	Purch. Rcpt. Line-Ext	121	Wysetek_Deferal_Zero_Validation
TableExtension	80162	Return Shipment Line-EXT	Return Shipment Line-EXT	6651	Wysetek_Deferal_Zero_Validation
TableExtension	80163	Item Journal Line Ext	Item Journal Line Ext	83	Wysetek_Deferal_Zero_Validation
Enum	50507	ChartofAccounts	ChartofAccounts		WY-Reports
Enum	50508	RegisterReportType	RegisterReportType		WY-Reports
Enum	50721	StatusEnm	StatusEnm		WYS005-BCE-CRM Integration
Enum	50722	BillingTypeEnm	BillingTypeEnm		WYS005-BCE-CRM Integration
Enum	50723	SalesTypeEnm	SalesTypeEnm		WYS005-BCE-CRM Integration
PermissionSet	4401	EXCEL REPORTS - OBJECTS	EXCEL REPORTS - OBJECTS		Dynamics BC Excel Reports
PermissionSet	50000	GENERATEDPERMISSION1	GENERATEDPERMISSION1		WY-Additional CR
PermissionSet	50200	GENERATEDPERMISSION5	GENERATEDPERMISSION5		WY-Customizations
PermissionSet	50600	GENERATEDPERMISSION	GENERATEDPERMISSION		WYS006-Sales Upload Utility
PermissionSet	50650	MIS-REPPERMISSION	MIS-REPPERMISSION		WYS-MIS Reports
PermissionSet	50700	BCE_CRM_PERMISSION	BCE_CRM_PERMISSION		WYS005-BCE-CRM Integration
PermissionSetExtension	4400	D365 BASIC ISV - FE Reports	D365 BASIC ISV - FE Reports	732	Dynamics BC Excel Reports
PermissionSetExtension	4401	D365 BUS FULL ACCESS - FE Repo	D365 BUS FULL ACCESS - FE Repo	959	Dynamics BC Excel Reports
PermissionSetExtension	4402	D365 BUS PREMIUM - FE Reports	D365 BUS PREMIUM - FE Reports	4716	Dynamics BC Excel Reports
PermissionSetExtension	4403	D365 FULL ACCESS - FE Reports	D365 FULL ACCESS - FE Reports	6948	Dynamics BC Excel Reports
PermissionSetExtension	4404	D365 READ - FE Reports	D365 READ - FE Reports	1044	Dynamics BC Excel Reports
